Κωδικός,Τίτλος,Συγγραφείς,Έτος,Σύνδεσμος,Τύπος,Θέματα,Κατάσταση,Επιβεβαίωση,Προτεραιότητα,Σημειώσεις
SRC-E05A14A571,Emergent Complexity and Zero-shot Transfer via Unsupervised Environment Design (PAIRED),,2020,http://aima.eecs.berkeley.edu/~russell/papers/neurips20-paired.pdf,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; μερική παρατηρησιμότητα; βαθιά ενισχυτική μάθηση; στατιστική αξιολόγηση; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-E467A29609,State Entropy Regularization for Robust Reinforcement Learning - NIPS,,2025,https://proceedings.neurips.cc/paper_files/paper/2025/file/1e1ec890b48b96abffa63c0396058f4e-Paper-Conference.pdf,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; αβεβαιότητα μεταβάσεων; αβεβαιότητα ανταμοιβής,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-E5CA725A6C,thesis.pdf,,2024,,ακαδημαϊκή εργασία,μη στασιμότητα; βαθιά ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,εκκρεμεί,υψηλή,
SRC-E6A5B7584B,Reinforcement Learning in Non-Stationary Environments,Sindhu Padakandla; Prabuchandran K. J; Shalabh Bhatnagar,2019,https://arxiv.org/abs/1905.03970,ακαδημαϊκή εργασία,μη στασιμότητα; πινακοποιημένη ενισχυτική μάθηση; συνεχής προσαρμογή,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1905.03970 | Αυτόματη διόρθωση παλιού έτους: 1905
SRC-E8CAAF02BE,https---people.csail.mit.edu-lpk-papers-aij98-pomdp.pdf,,1998,https://people.csail.mit.edu/lpk/papers/aij98-pomdp.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; μερική παρατηρησιμότητα; πινακοποιημένη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-E9D551F27C,Distributionally Robust Self Paced Curriculum Reinforcement Learning,Anirudh Satheesh; Keenan Powell; Vaneet Aggarwal,2025,https://arxiv.org/abs/2511.05694,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,
SRC-EA5D0E318E,https---proceedings.neurips.cc-paper files-paper-2017-file-9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pd,,2017,https://proceedings.neurips.cc/paper_files/paper/2017/file/9ef2ed4b7fd2c810847ffa5fa85bce38-Paper.pdf,ακαδημαϊκή εργασία,περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χαμηλή,
SRC-EBB14FC4CB,https---proceedings.mlr.press-v119-cheung20a-cheung20a.pdf,,2020,https://proceedings.mlr.press/v119/cheung20a/cheung20a.pdf,ακαδημαϊκή εργασία,μη στασιμότητα; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,μόνο καταγεγραμμένος σύνδεσμος,υψηλή,
SRC-EF4972C036,SafeLife 1.0: Exploring Side Effects in Complex Environments,Carroll L. Wainwright; Peter Eckersley,2019,https://arxiv.org/abs/1912.01217,ακαδημαϊκή εργασία,GridWorld; στατιστική αξιολόγηση; περιβάλλοντα και benchmarks; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1912.01217 | Αυτόματη διόρθωση παλιού έτους: 1912
SRC-F622BE6812,Exploration by Random Network Distillation,Yuri Burda; Harrison Edwards; Amos Storkey; Oleg Klimov,2018,https://arxiv.org/abs/1810.12894,ακαδημαϊκή εργασία,μη στασιμότητα; βαθιά ενισχυτική μάθηση; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,"Αυτόματη διόρθωση παλιού τίτλου: Exploration by Random Network Distillation (Burda et al., 2018)"
SRC-F6BD3A6B18,Integrated Modeling and Control Based on Reinforcement Learning and Dynamic Programming,,1990,https://proceedings.neurips.cc/paper/1990/file/d9fc5b73a8d78fad3d6dffe419384e70-Paper.pdf,ιστοσελίδα,πινακοποιημένη ενισχυτική μάθηση; ενισχυτική μάθηση με μοντέλο,ελλιπές κείμενο,μόνο καταγεγραμμένος σύνδεσμος,χρειάζεται διόρθωση,
SRC-F909CABDEB,A Survey of Continual Reinforcement Learning,Chaofan Pan; Xin Yang; Yanhua Li; Wei Wei; Tianrui Li; Bo An; Jiye Liang,2025,https://arxiv.org/abs/2506.21872,ακαδημαϊκή εργασία,μη στασιμότητα; βαθιά ενισχυτική μάθηση; συνεχής προσαρμογή; περιβάλλοντα και benchmarks,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-2506.21872
SRC-FC42D9798A,Scaling Up Robust MDPs by Reinforcement Learning,Aviv Tamar; Huan Xu; Shie Mannor,2013,https://arxiv.org/abs/1306.6189,ακαδημαϊκή εργασία,εύρωστη ενισχυτική μάθηση; πινακοποιημένη ενισχυτική μάθηση; στατιστική αξιολόγηση,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,Αυτόματη διόρθωση παλιού τίτλου: https---arxiv.org-pdf-1306.6189
SRC-FE2C0A3E00,AI Safety Gridworlds,Jan Leike; Miljan Martic; Victoria Krakovna; Pedro A. Ortega; Tom Everitt; Andrew Lefrancq; Laurent Orseau; Shane Legg,2017,https://arxiv.org/abs/1711.09883,ακαδημαϊκή εργασία,GridWorld; ασφαλής ενισχυτική μάθηση; βαθιά ενισχυτική μάθηση; πράκτορες τεχνητής νοημοσύνης,διαθέσιμο πλήρες κείμενο,επιβεβαιωμένη μέσω arXiv,υψηλή,
